text,label
acho que a veja aceitou que realmente nao faz jornalismo paginaweb,0
acho que meu sono resolveu desaparecer junto com o meu dinheiro espero um dia telos de volta,0
acho que nem vou gozar mais ate esefosseconsigo,0
acho que o cara da redacao do enem deveria perder pontos pq nao ficou claro o sabor do miojo,0
acho que tatuagem colorida so fica bonito em gente muito branca,0
acho que vou ai que preguica de dormir xerus,0
acho que vou pegar carona com a nomeusuario e mimir,0
acho ridiculo mas respeito nao sou homofobico paginaweb,1
acho seus argumentos ridiculos nao mudarao minha opiniao mas eu nao consegui refutar nem uma linha resumo eu paginaweb,0
a cidade de viseu ja esta preparada para nos receber na 5a feira despachemse a garantir a vossa presenca vai ser paginaweb,0
a nomeusuario e a nomeusuario sao desde hojeos nossos parceiros de media oficiais isso significa conteudos exclusivos paginaweb,0
acima de tudo uma vitoria esmagadora da classe paginaweb,0
0841 acoespreventivas local castelo branco centro abelardoluz descricao atividade tecnica vistorias,0
a coisa q mais me da odio na vida e mulher machista qnd escuto alguma falando merda fico com mt abuso pq odeio gnt burra e ignorante tb,1
a comissao europeia afirmou que nao hesitara em aplicar sancoes contra os paises que se recusam a receber paginaweb,0
acompanhe minhas agendas sobre ideologia de genero em todo pais paginaweb,0
acorda pra trabalhar ae cambada de vagabundo,1
acordar e ler uma noticia dessasisso nao e mae e um monstro que inversao de valores meu deus paginaweb,0
nomeusuario quer defender os amigos bandidos e corruptos do partido como podemos aceitar isso sem ficar p da v paginaweb,1
a corrida pela lideranca do cnd foi obviamente armacao a escolha de bernie como ele proprio nunca teve chance paginaweb,0
a cota de negro aumentou nesse bbb ne,1
a cp esta a recrutar revisores e um dos requisitos e saber falar espanhol talvez fosse mais importante contratar pessoas que saibam crioulo,1
acredite se quiser existe agora agefluid faz parte da ideologia de genero provavelmente que faz parte do ati paginaweb,0
a nomeusuario prova nao importa se jair nao e preconceituoso e apenas + 1a q se enquadra na moda atual de difamalo paginaweb,1
a crimeia foi ocupada pela russia durante o governo obama sera que obama foi muito bonzinho com a russia paginaweb,1
actualmente aquele retardado que deitou numa banheira de nutela joaquinresponde paginaweb,1
a culpa do brasil estar do jeito que ta e unica e exclusivamente da dilma,0
a culpa e das estrelas vermelhas paginaweb,0
a culpa e de nao ter tirado antes,0
acusacoes de estupro assedio ou agressao podem arruinar a vida de um homem ata paginaweb,0
nomeusuario eu tenho conhecimento dessa doutrinacao nas escolas uma triste realidade no brasil e no mundo,1
nomeusuario vdd nem conheci mas ja dei block pessoa assim quero longe,0
ades patrocina nova versao da branca de neve paginaweb,0
adeus obama faca boa viagem paginaweb,0
adicionei um video a uma lista de reproducao do nomeusuario paginaweb angola china vs eua a verdade que voce nao,0
adicionei um video a uma playlist nomeusuario paginaweb islao nao e para mim,1
a diferenca de quem tem vergonha na cara vs vagabundo paginaweb,0
a diferenca entre os tribunais e as comissoes parlamentares e que nestas ultimas como nao ha pobres nunca ha ninguem para condenar,0
nomeusuario nomeusuario eu acho o msm sobre vc branquelo,1
nomeusuario nomeusuario quando branco acha que racismo e coitadismo so me da mais vontade de continuar com o perfil,1
nomeusuario nomeusuario vc quer q eu te chame de q palmito,0
adivinha qual a esquerda demoniza e qual a esquerda apoia paginaweb,0
adorando essa cerimonia so nao to entendendo esses monte de pais subdesenvolvido no meu estadio,0
adoro essa energia daqui nao gosto de lembrar que vou trabalhar no feriado mas gosto de ter emprego entao ta otimo rs,0
adoro essa frase viva os loucos os normais estao acabando com o mundo fikdik rs,0
adoro estes catolicos que se lembram da biblia e deus quando e para serem homofobicos mas depois so o islao e que e religiao de violencia,1
adquira agora o livro a ideologia de genero na educacao como esta doutrinacao esta sendo introduzida nas paginaweb,0
adquira seu cupom pra dar pro clube do macho antes eram 4hs de chibata agora sao 8 blackfriday,0
advogado e deputado nao pode ser paginaweb renovarportugal portugal,0
advogados abandonam a tal moca que acusou feliciano de abusoagora a tal mocaataca outros deputado procurador paginaweb,0
a e antes de voltar ao mais importante e abrir a minha cerveja matinal fodase,0
aeciomaiscitadoque bolsonaro em discussao sobre idiotas e homofobia d,0
aeeeee dilma caiu ja posso viajar pra miami agora,0
a emma stone podia ir vestida de saco de lixo rodeado de sacos do lixo dentro de um camiao de lixo que nunca estaria mal oscars,0
a entrevista mais longa do super bowl com nomeusuario hoje a noite as 800 pm 000 br divirtase paginaweb,0
a era em que homens comecam a usar cor de rosa paginaweb,1
aeroporto mario soares so faria sentido se fosse na ota ou em macau,0
a esquerda e assim lamenta a morte de bandidos mas diz matou pouco pra genocidas depois do stalin matou foi po paginaweb,1
a esquerda em uma palavra sujeira defendem uma ideologia sanguinaria e culpam um sistema que eles mesmo usam sao paginaweb,1
a esquerda e o proprio zumbi dos palmares quer libertar os negros de uma escravidao pra escravizalos em outra paginaweb,1
a esquerda esta morrendo de um cancer terminal paginaweb,1
a esquerda fala muito sobre essas rebelioes e justificam a superlotacao mas nao fala do motivo que fizeram eles irem pras prisoes,0
a esquerda faz um monte de merda e a gente e obrigado a ver a midia chamando a direita de extrema,0
a esquerda filha da puta como sempre paginaweb,1
a esquerda gosta de viver na sujeira gosta do feio e idolatra a burrice pichacao nao e arte e coisa de vagabundo paginaweb,0
a esquerda inventa o problema incute na cabeca das pessoas que o problema existe repete a mentira ate que acredit paginaweb,0
a esquerdalha comunista e anarquista sempre foi e e sera uma escumalha selvagem carregada de odio e violencia paginaweb,0
a esquerdalha protegida pelo sistema e pelos media no seu melhor a mostrar a tolerancia que defende nantes paginaweb,1
a esquerda reclama das coisas inventadas pela propria esquerda racismo homofobia machismo nazismo cultura de estupro e luta de classes,0
a etica da imprensa regional contrasta com o cartel da comunicacao social de alcance nacional felicito o paginaweb,0
a europa muito doente e submissa a estes espectaculos de mariquice nojenta claro que se torna presa facil do isla paginaweb,1
a fdp nao come carne e quer q vc tb nao coma chupar meu pau ela nao quer,1
6a feira e dia de overdose de tourette e hoje a caravana para na ericeira auditorio jaime lobo e silva 22h is paginaweb,0
a feminazi nomeusuario tem a cara de pau de pedir dinheiro em seu blog mesmo ganhando uma boquinha de 11 mil v paginaweb,1
a feminista pode ate dar a alma dela no primeiro encontro mas por favor usecamisinha seja uma puta consciente,1
a nomeusuario e seu programa de sexo acham um absurdo as familias nao falarem abertamente de sexo em casa ate pq ela certamente,0
a festa do branco e um evento que promete marcar o cruzeiro diamantes 2017 aqui estao algumas inspiracoes paginaweb,0
afffffff so por deus eu te que fica olhando a funca da atual da minha ex,1
afff n te dou mais nada paginaweb,0
aff pq vc pinta o cabelotd mundo sabe q vermelho e loiro so fica bom em tom de pele clara,1
aff so por que nao tem negro no oscar agora eles sao racista pfvr miga melhore,0
afinal a constituicao da republica feita por estes senhores serve para que e para ser violada paginaweb,1
afinal a privatizacao do ensino mediosuperior brasileiro e o fim dos projetos sociais que ajudam milhoes e o que vai levantar o pais,1
afinal o time do presidio precisa de goleiro paginaweb,0
a forca do sonho nomeusuario paginaweb,0
a forma como voce se ve nao altera o que voce e de fato paginaweb,0
nomeusuario ixi amiga marron marromenos termino de namoro foda ne,0
nomeusuario nem eu amiga nem eu e como ela diz eavidasegue,0
nomeusuario ooowwww amorrr ja chegou,0
nomeusuario quero saber tudooo como foi o diaaaa,0
nomeusuario sei la inventei agora catita hahaha,0
nomeusuario abril seminario sobre ideologia de generocom certificado 08 e 09 abril ariquemesro paginaweb,0
agenda actualizada para os proximos meses paginaweb,0
agenda 1112 e13 de marcosp congressoevangelizarkids informacoes igreja batista do povo paginaweb,0
agendamaio palestra sobre identidade de generoideologia de genero saoluizmaranhao paginaweb,0
agenda marco 18 e 19 simposio sobre ideologia de genero,0
agenda marco ideologia de genero paginaweb,1
agenda para os proximos tempos bilhetes na fnac e ticketline paginaweb,0
agenda saopaulo 1103 congresso evangelizar kids igreja batista do povo paginaweb,0
agendas dias 18 e 19 de marco em campinassp simposio de ideologia de genero e cultos familiar,0
agende seminario ou palestras para lideranca jovens e igreja geral sobre ideologia de genero com 5 livros paginaweb,0
a gente mulher e um ser humano mais burra acreditar que ainda possa ter amor verdadeiro,0
a gente nao sabe se a mulher ta feliz de burca nao sabe se e tranquilo p travesti ta com aquela roupa etc etc etc,0
nomeusuario o cara que escolhe foto e muito fanfarrao,0
a nomeusuario fazer grevenao trabalhare um alivio para o brasil ja que ela so faz atrapalhar o pais mesmo devo paginaweb,1
a globo mentiu para o futebol feminino e a mulherada como sempre iludida acredita tudo normal,1
a globo so mostra as belezas e o amor do carnavalmas se quer saber a verdade liga na nomeusuario que esta mostrando tda violencia,0
a gloria alvarez arrebenta o discurso dela na cpac 2016 foi sensacional paginaweb,0
nomeusuario 2 o fato de o cidadao de bem passar a portar uma arma nao o transformara em bandido crime e questao de indole,0
agora deu tilt no nomeusuario a ameba que teve a cara de pau de comparar trump com hugo chavez paginaweb,1
agora e oficial os dinossauros estao extintos,0
agora e so umas gordas feias pra caralho,1
agora nao entendo mais nada branco nao pode namorar com negra ue mais vao termina o colegio e pega uma vaga no mac valeu,1
agora os novos refugiados ja nao sao por causa da guerra sao ate chamados refugiados economicos como sempre foram nao fugiram de nada,0
agora pareco aqueles gajos que se viram para as fufas e dizem que ela sao fufas pq nunca experimentaram pila lol,1
agora que a dilma vai sair quem assume e o aecio ne,0
agora refugiados com uma ideologia e cultura completamente incompativeis com as nossas ai nao tem como mesmo,1
agora sim esse latinos imundos vao parar de tentar entrar nos eua trump,1
agora sim esta correto nomeusuario abraco paz paginaweb,0
agora sim eu assumo paginaweb,0
agora sim nomeusuario pode usar perfume paginaweb,0
agora sim lisboa estamos prontos para comecar paginaweb,0
agora ta na moda colocar a culpa nos paises do om nao se engane e aos outrosquem produziu refugiados foram eua e otan nomeusuario,0
agora tudo e apropriacao cultural nao pode nem usar turbante mais,0
agora tudo faz sentido paginaweb,0
agora vc pensa uma cidada que nao cuida da sua propria filha querer impor em sala de aula o que deve ser ensinado ao meu filho um absurdo,1
agradecese esse empurrao vindo do outro lado do atlantico para dar o golpe de misericordia na famigerada nomeusuario brexit pexit,0
a grande imprensa e a populacao esquerdista mostram o quao democraticos sao ao sequer deixar trump comecar a trabalhar,0
a grande questao aqui e por que ha tantos furos ilegais vindo de washington haverao estes furos quando eu negociar paginaweb,0
a greve dos estivadores paginaweb pnr,0
aguarela com muitos anos salazar paginaweb,0
agua ser essencial e coisa de maricas cerveja e essencial,1
ahahaha as musas de direita destroem qualquer petista como a gleisi hoffman paginaweb,0
a hipocrisia esquerdista em sua mais alta essencia aqui somos nos que temos odio nomeusuario vai dai porra paginaweb,1
ah la o filho do porteiro passou no enem,0
ah mas artista tal eh gorda ela eh feia tem tanto dinheiro e n melhora te fode garota nao eh pq ela eh famosa q ela tem q ser perfeita,1
ah o perigo do islao e tal e a civilizacao europeia e nao sei que paginaweb,0
ah porque o nacionalismo deste gajo e economico e e tao economico quanto o do pcp com a diferenca de o pcp nao querer angola de volta,0
ah valente e para a mortalidade infantil em angola nao vai nada oh isabel paginaweb,0
ah voce nao tem do dos presidiarios deles nao tenho mesmo nao tenho das vitimas que fazem,0
a identidade nao se vende paginaweb,0
a ideologia de genero chegou no seu mais alto grau de insanidade qual e sua identidade de genero alienigenaok paginaweb,0
~ ai fiz 1 piada sexista e machista mas nao sou nada disso vc que e burra e nao tem senso de humor ~ feliz dia da mulher,1
ai luigi mas vc ta militando q saco pois e pq eu entendo os privilegios que eu tenho por ter nascido homem branco,1
a imagem que define o que sao esquerda e direita esquerda = vagabundo mascarado direita = patriota com a bandeir paginaweb,1
ai meu deus como e bom ser vida loka,0
a imprensa sempre do lado dos bandidos pra quem ainda tinha alguma duvida paginaweb,0
ai nao e suspeito ne seus vagabundos e comprovado mas se for bandido atirando contra pm em carro roub paginaweb,1
ainda a proposito do nomeusuario e afins aqui ficam palavras alguem do proprio sistema pacheco pereira paginaweb,1
ainda bem q ontem a fifa n atribuiu o premio fairplay a chapecoense temos de parar de premiar equipas cujos jogadores se atiram p o chao,0
ainda bem que eu sou sapatao e nao preciso disso,0
ainda bem que o crivella ganhou imagina so o rio com droga legalizada sem pm e aborto liberado,0
ainda bem que o stf soltou o goleiro bruno agora sabemos a falta de moral que tem caso do bolsonaro e mais uma piada do stf vergonha,0
ainda bem que o trump ganhou imagina so o mundo sem nenhuma guerra e preconceito nossa muito chato nos quer e bomba na coreia,0
ainda estou surpreendida com a cara de sapatao dessa camilinha paginaweb,1
ainda nao acredito que nao estarei em recife dia 2407 no oquartosecreto com a nomeusuario serio saco boloderolofeelings,0
ainda que eu falasse a lingua dos homens e dos anjos usaria ambas pra denegrir sua imagem,0
ainda tem trafico pq tem gente que compra se a compra voltasse a ser crime tudo estaria em harmonia,0
ain mas de repente nem foi assim mano pq vcs acham q eu postei isso sem ler o texto e um apelo a meritocracia q nem diz o titulo,0
ain o doria esta indo bem nesse ultimos 2 mesesse ele candidatar para presidente pelo psdb em 2018 votaria nele paginaweb,0
a internet e nossa as feministase cia infiltradas nos orgaos da justica buscam combater essa crescente por meio da censura via justica,1
a intoxicacao e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades depois sao paginaweb,0
ai q gostoso a cleo pires fumando um e publicando na net pq o privilegio branco e de classe eh tao lindo paginaweb,0
ai que saudade da ditadura,1
ai socorro jesus deixa essa mulher no programa por favor so pra gente ouvir ela botar conceitos fisicos na cozinha masterchefbr,0
ai tem muito preto no bbb nem vo assistir kkk,1
ai thewalkingdead deixa de ser sobre zumbis e vira jogos mortais,0
ai vc chega no colegio super cansada do trabalho e curso e encontra o grupinho das sapatao falando de ex se uma coisa que sapatao tem e ex,1
a nomeusuario e sensacional,0
nomeusuario e era de direita essa menina tem transtorno de personalidade ou algo pior,0
nomeusuario isso a mulher nao precisa ser obrigatoriamente feminista para ser mulher porque a maioria nao comp paginaweb,0
nomeusuario isso e coisa de seres humanos,0
nomeusuario ju voce ta mais corada andou pegando uma praia,0
nomeusuario me senti segura nesse dia paginaweb,0
nomeusuario nao esqueca que ele quer receber refugiados de guerra vai islamizar o brasil,1
nomeusuario novo filme o curioso caso de quem sempre atacou a igreja catolica e o cristianismo mas agora defende o papa francisco,0
nomeusuario pra ser mulher hoje em dia e aguentar o movimento feministatem que ser muito macho kkkkk,1
nomeusuario que nada aqui na quebrada a molecada e arisca hahahahaha,0
nomeusuario que nao e caso da brasileiraporque com 5 kg de cocainae o peso de um bulldogue frances,0
a justica tem que estar ao servico de todos e nao a merce de privilegios de uns quantos nomeusuario nomeusuario paginaweb,1
alo feminista ate a portela voltou e o seu pai nada,1
alo feministas ate jesusestavoltando e o seu pai nao,1
alo feministas ate um sistema solar resolveu aparecer e o seu pai nada paginaweb,1
alo rapaziada hora de desligar da rede social agora e sabadao churrascao cervejao e mais tarde praticar aquele coito abraco a todos paz,0
alo rapaziada vamos respeitar as donzelas seus porcos bebados imundos paz carnavalsemassedio usecamisinha paginaweb,1
a lavajato chegou ao foro de sao paulo e descobriu que odebrecht dava dinheiro as farc que lindo trabalho da pol paginaweb,0
nomeusuario nomeusuario seu perfil fala mau de gente branca e eu sou racista coerencia cade paginaweb,0
nomeusuario nao e racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que nao,1
nomeusuario racistamachista sem argumentos e o que mais tem,0
nomeusuario vc devia calar a boca pq vc e tao racista quanto,1
nomeusuario tb nao entendo concordo com vc,0
alem da tremenda baboseira a quantidade de erros de portugues e absurda qq meio de comunicacao serio teria vergon paginaweb,1
nomeusuario e uma questao de habito,0
nomeusuario por falar em abafar sabes se o jesus janta hoje com o palhinha,0
nomeusuario vamos ficar por aqui antes que fique excitado,0
alerta do jornalista alexandregarcia adquira os livros a ideologia de genero na educacao e familias em paginaweb,0
nomeusuario nomeusuario nomeusuario nomeusuario deixa o chefe olavo saber disso rrsss st,0
alexandraparkclub este paraiso apenas 40min de curitiba no litoral faca seu evento empresas igrejas paginaweb,0
alexandredemorais e novo ministro do stf somente 13 senadores rejeitaram seu nome 13 pessoalkkk kkkkkkkkk,0
nomeusuario eu te amo,0
nomeusuario melhor forma de ajudar os refugiados e levar a cultura ocidental pra la nao o contrario so estao espalhando o problema,1
alexandre moraes nao deveria sequer ter sido ministro agora ocupara uma cadeira no stf gsus,0
alexandres de morais e novo ministro do stf somente 13 senadores votaram contra ele 13 pessoalkkkk paginaweb,0
algarvios a caravana esta a caminho e o grego do bataguas tambem auditorio verde 22h bilhetes nos sitios do co paginaweb,0
algo que incomoda extremamente a esquerda uma mulher que nao se vende ao discurso barato politicamente correto do paginaweb,0
alguem ai quer peixe pq eu ja pesquei varios aqui cheiros a todasssss,0
alguem coloca uma faca de um muculmano no peito da merkelpq e isso que acontece pela alemanha paginaweb,1
alguem consegue ver thisisus sem chorar litros,0
alguem consegue ver um guardachuva amarelo e nao lembrar de how i met your mother paginaweb,0
alguem faz a adaptacao com a foto da dilma e os 12 milhoes de desempregados,0
alguem por favor pode passar isso na tl do nomeusuario e dizer que e bom saber como a esquerda gosta do debate demo paginaweb,0
alguem sabe me dizer se mulher negra se aposenta com idade diferente da mulher branca paginaweb,1
alguem sabe se o habibs ja abriu falencia com o boicote por causa do menino que morreu de tanto usar droga,0
alguem tem que avisa essa molecada que carnaval nao e so bebedera e putaria sem preservativo com estranhos onde fica o respeito ao proximo,1
alguem topa uma com a cabeca do nomeusuario empalada de fav pra testar paginaweb,0
algumas razoes para explicar o fenomeno bolsonaro nomeusuario nomeusuario nomeusuario paginaweb,0
alias isso e uma coisa que algumas mulheres tambem nao sabem e ficam achando que por nao gozar com penetracao tem algum problema nao tem,0
alias o universo da publicidade e repleto de bundoes,0
alias pra que ver futebol na copa se voce nao vai acompanhar nada nos proximos 4 anos de novo deixe quem gosta ver em paz,0
alias qualquer reuniao a base de violao e um local propicio para um massacre de serra eletrica e eu apoio,1
alias quem e essa porra de felipe neto nao sei mas so de ser neto ja imagino que fracassou,1
alias se vc quer xingar alguem direito nao fale da mae do sujeito apenas o chame de bundao basta,0
alias uma mulherdeverdade se despe de qualquer preconceito e vive,0
a licao de hoje da mulher mais burra do brasil e nao pulem de um onibus em movimento mesmo se voce estiver no ultimo degrau ou na anchieta,1
nomeusuario nomeusuario nomeusuario achas fufas sao useless,0
a linda foi colocar no soneca e desligou o despertador muito inteligente,0
nomeusuario e serio qq dia te relato umas boas sou especialista posgraduada em auto flagelacao e me formei em desligamento exemplo,0
nomeusuario ex so hj percebi que vc que e promoter do comunidade morango ainda to tentando descobrir quem e tua socia tofalando,0
nomeusuario oi sugeri um jv e ninguem me deu bola ta afim vc te mais moral que eu vem mais gente rsrsrs,0
a lista de talentos de uma feminista clique aqui para visualizar paginaweb,1
nomeusuario xequemate e filmaco,0
a logica coxinha e eu amo o cunha mas agora q ele foi afastado e ladrao mas impediram o impeachment volta cunha,0
a luisa e pesquisadora e lancou esse projeto para apoiar um novo escritor ajude com qualquer quantia veja mais paginaweb,0
a luta continua orgulhohetero,1
a maconha que te faz rir e a mesma que faz sua mae chorar,0
1618 amado batista tira o 38 da cintura da 3 tiros pro alto e grita bolsonaro 2018 muitos aplausos algumas vaias,0
a mae da maddie vai concorrer ao britains got talent espero que la va fazer o seu celebre truque de magia da crianca desaparecida,0
a mae do noia disse que quer justica facil prende ela,1
a maior ambicao da mulher e despertar o amor mulherdeverdade,0
a maior diferenca entre os criminosos e as outras pessoas e que os criminosos sao estupidos o suficiente para serem pegos,0
a maioria das pessoas so estao vivas porque e ilegal atirar nelas,0
a malta do la la land conseguiu festejar a vitoria durante menos tempo do que o passos e o portas em 2015,0
nomeusuario nomeusuario eu acho q vc so fala bosta,1
nomeusuario nomeusuario se vc acha que e racismo me processa,0
nomeusuario medir minhas palavras agora alem de silenciar a angelica vc quer me silenciar tambem,0
nomeusuario nao aceita que ela fique na mesma tecla de racismo que so ela sofre isso e silenciamento,0
nomeusuario ngm perguntou sua opiniao de branca sobre racismo e vc deu entao acho q estamos na mesma,1
nomeusuario opiniao tb da cadeia cuidado ai fiota,0
nomeusuario uma branca nao concorda que uma negra se ofenda com o racismo q so ela sente e vc quer que eu leve sua opiniao em consideracao,0
nomeusuario gente e as meninas dando biscoito acho q vc n eh a mulher mais burra do mundo mais,1
amanha em angola e feriado porque e que aqui tambem nao e,0
amanha e sextafeira ou como diria a cgtp um excelente dia para convocar greves na funcao publica,0
a manifestacao em frente a fcsh em causa esta o cancelamento da conferencia de nogueira pinto na universidade paginaweb,0
amante de homem fudido e ser burra duas vezes pepita mulher,1
a maria vieira e livre pensa pela sua cabeca ana bola e produto do lixo do sistema e por isso tem emprego forca paginaweb,1
ameaca ridiculo estao e mal habituados podem dizer o que querem de nos mas veem ameacas onde elas nao existem paginaweb,0
a menina acorda as 6 vai pro trabalho sai as 18 vai pra faculdade chega em casa as 11 qdo ela vencer na vida foi gracas ao feminismo,0
americamg olha oq o senhor fez coelho safado paginaweb,1
americanos sao amplamente contra cidades santuario paginaweb,0
a midia de noticias falsas desconhece a verdade deliberadamente grande perigo ao pais o nomeusuario falido virou pia paginaweb,0
